code,DESCRIPCION,STOCK,UBICACION,ALMACEN,ACTIVIDAD,COD.PROV,PRECIO,PROVEEDOR,PEDIR,,Almacén,,categoria,alamcen
1 - 1  8  1,"CODO en LATÓN Ø 110 1"" M - H",,1    -       -        -  ,,,,,,1-181,1,Fontanería,Fontanería,Fontanería,1
1 - 1  8  2,"CODO en LATÓN Ø 90 1"" M - H",,1    -       -        -  ,,,,,,1-182,1,Fontanería,Fontanería,Fontanería,1
1 - 1  8  3,"CODO en LATÓN Ø 75 1"" M - H",,1    -       -        -  ,,,,,,1-183,1,Fontanería,Fontanería,Fontanería,1
1 - 1  8  4,"CODO en LATÓN Ø 63 1"" M - H",,1    -       -        -  ,,,,,,1-184,1,Fontanería,Fontanería,Fontanería,1
1 - 1  8  5,"CODO en LATÓN Ø 50 1"" M - H",,1    -       -        -  ,,,,,,1-185,1,Fontanería,Fontanería,Fontanería,1
1 - 1  8  6,"CODO en LATÓN Ø 40 1"" M - H",,1    -       -        -  ,,,,,,1-186,1,Fontanería,Fontanería,Fontanería,1
1 - 1  8  7,"CODO en LATÓN Ø 32 1"" M - H",,1    -       -        -  ,,,,,,1-187,1,Fontanería,Fontanería,Fontanería,1
1 - 1  8  8,"CODO en LATÓN Ø 125 3/4"" M - H",,1    -       -        -  ,,,,,,1-188,1,Fontanería,Fontanería,Fontanería,1
1 - 1  8  9,"CODO en LATÓN Ø 110 3/4"" M - H",,1    -       -        -  ,,,,,,1-189,1,Fontanería,Fontanería,Fontanería,1
1 - 1  9  0,"CODO en LATÓN Ø 90 3/4"" M - H",,1    -       -        -  ,,,,,,1-190,1,Fontanería,Fontanería,Fontanería,1
1 - 1  9  1,"CODO en LATÓN Ø 75 3/4"" M - H",,1    -       -        -  ,,,,,,1-191,1,Fontanería,Fontanería,Fontanería,1
1 - 1  9  2,"CODO en LATÓN Ø 63 3/4"" M - H",,1    -       -        -  ,,,,,,1-192,1,Fontanería,Fontanería,Fontanería,1
1 - 1  9  3,"CODO en LATÓN Ø 50 3/4"" M - H",,1    -       -        -  ,,,,,,1-193,1,Fontanería,Fontanería,Fontanería,1
1 - 1  9  4,"CODO en LATÓN Ø 40 3/4"" M - H",,1    -       -        -  ,,,,,,1-194,1,Fontanería,Fontanería,Fontanería,1
1 - 1  9  5,"CODO en LATÓN Ø 32 3/4"" M - H",,1    -       -        -  ,,,,,,1-195,1,Fontanería,Fontanería,Fontanería,1
1 - 1  9  6,"CODO en LATÓN Ø 125 1/2"" M - H",,1    -       -        -  ,,,,,,1-196,1,Fontanería,Fontanería,Fontanería,1
1 - 1  9  7,"CODO en LATÓN Ø 110 1/2"" M - H",,1    -       -        -  ,,,,,,1-197,1,Fontanería,Fontanería,Fontanería,1
1 - 1  9  8,"CODO en LATÓN Ø 90 1/2"" M - H",,1    -       -        -  ,,,,,,1-198,1,Fontanería,Fontanería,Fontanería,1
1 - 1  9  9,"CODO en LATÓN Ø 75 1/2"" M - H",,1    -       -        -  ,,,,,,1-199,1,Fontanería,Fontanería,Fontanería,1
1 - 2  0  0,"CODO en LATÓN Ø 63 1/2"" M - H",,1    -       -        -  ,,,,,,1-200,1,Fontanería,Fontanería,Fontanería,1
1 - 2  0  1,"CODO en LATÓN Ø 50 1/2"" M - H",,1    -       -        -  ,,,,,,1-201,1,Fontanería,Fontanería,Fontanería,1
1 - 2  0  2,"CODO en LATÓN Ø 40 1/2"" M - H",,1    -       -        -  ,,,,,,1-202,1,Fontanería,Fontanería,Fontanería,1
1 - 2  0  3,"CODO en LATÓN Ø 32 1/2"" M - H",,1    -       -        -  ,,,,,,1-203,1,Fontanería,Fontanería,Fontanería,1
1 - 2  0  4,"CODO en LATÓN Ø 125 3/8"" M - H",,1    -       -        -  ,,,,,,1-204,1,Fontanería,Fontanería,Fontanería,1
1 - 2  0  5,"CODO en LATÓN Ø 110 3/8"" M - H",,1    -       -        -  ,,,,,,1-205,1,Fontanería,Fontanería,Fontanería,1
1 - 2  0  6,"CODO en LATÓN Ø 90 3/8"" M - H",,1    -       -        -  ,,,,,,1-206,1,Fontanería,Fontanería,Fontanería,1
1 - 2  0  7,"CODO en LATÓN Ø 75 3/8"" M - H",,1    -       -        -  ,,,,,,1-207,1,Fontanería,Fontanería,Fontanería,1
1 - 2  0  8,"CODO en LATÓN Ø 63 3/8"" M - H",,1    -       -        -  ,,,,,,1-208,1,Fontanería,Fontanería,Fontanería,1
1 - 2  0  9,"CODO en LATÓN Ø 50 3/8"" M - H",,1    -       -        -  ,,,,,,1-209,1,Fontanería,Fontanería,Fontanería,1
1 - 2  1  0,"CODO en LATÓN Ø 40 3/8"" M - H",,1    -       -        -  ,,,,,,1-210,1,Fontanería,Fontanería,Fontanería,1
1 - 2  1  1,"CODO en LATÓN Ø 32 3/8"" M - H",,1    -       -        -  ,,,,,,1-211,1,Fontanería,Fontanería,Fontanería,1
1 - 2  1  2,"MANGUITO en LATÓN Ø 125 3"" H - H",,1    -       -        -  ,,,,,,1-212,1,Fontanería,Fontanería,Fontanería,1
1 - 2  1  3,"MANGUITO en LATÓN Ø 110 3"" H - H",,1    -       -        -  ,,,,,,1-213,1,Fontanería,Fontanería,Fontanería,1
1 - 2  1  4,"MANGUITO en LATÓN Ø 90 3"" H - H",,1    -       -        -  ,,,,,,1-214,1,Fontanería,Fontanería,Fontanería,1
1 - 2  1  5,"MANGUITO en LATÓN Ø 75 3"" H - H",,1    -       -        -  ,,,,,,1-215,1,Fontanería,Fontanería,Fontanería,1
1 - 2  1  6,"MANGUITO en LATÓN Ø 63 3"" H - H",,1    -       -        -  ,,,,,,1-216,1,Fontanería,Fontanería,Fontanería,1
1 - 2  1  7,"MANGUITO en LATÓN Ø 50 3"" H - H",,1    -       -        -  ,,,,,,1-217,1,Fontanería,Fontanería,Fontanería,1
1 - 2  1  8,"MANGUITO en LATÓN Ø 40 3"" H - H",,1    -       -        -  ,,,,,,1-218,1,Fontanería,Fontanería,Fontanería,1
1 - 2  1  9,"MANGUITO en LATÓN Ø 32 3"" H - H",,1    -       -        -  ,,,,,,1-219,1,Fontanería,Fontanería,Fontanería,1
1 - 2  2  0,"MANGUITO en LATÓN Ø 125 2 1/2"" H - H",,1    -       -        -  ,,,,,,1-220,1,Fontanería,Fontanería,Fontanería,1
1 - 2  2  1,"MANGUITO en LATÓN Ø 110 2 1/2"" H - H",,1    -       -        -  ,,,,,,1-221,1,Fontanería,Fontanería,Fontanería,1
1 - 2  2  2,"MANGUITO en LATÓN Ø 90 2 1/2"" H - H",,1    -       -        -  ,,,,,,1-222,1,Fontanería,Fontanería,Fontanería,1
1 - 2  2  3,"MANGUITO en LATÓN Ø 75 2 1/2"" H - H",,1    -       -        -  ,,,,,,1-223,1,Fontanería,Fontanería,Fontanería,1
1 - 2  2  4,"MANGUITO en LATÓN Ø 63 2 1/2"" H - H",,1    -       -        -  ,,,,,,1-224,1,Fontanería,Fontanería,Fontanería,1
1 - 2  2  5,"MANGUITO en LATÓN Ø 50 2 1/2"" H - H",,1    -       -        -  ,,,,,,1-225,1,Fontanería,Fontanería,Fontanería,1
1 - 2  2  6,"MANGUITO en LATÓN Ø 40 2 1/2"" H - H",,1    -       -        -  ,,,,,,1-226,1,Fontanería,Fontanería,Fontanería,1
1 - 2  2  7,"MANGUITO en LATÓN Ø 32 2 1/2"" H - H",,1    -       -        -  ,,,,,,1-227,1,Fontanería,Fontanería,Fontanería,1
1 - 2  2  8,"MANGUITO en LATÓN Ø 125 2"" H - H",,1    -       -        -  ,,,,,,1-228,1,Fontanería,Fontanería,Fontanería,1
1 - 2  2  9,"MANGUITO en LATÓN Ø 110 2"" H - H",,1    -       -        -  ,,,,,,1-229,1,Fontanería,Fontanería,Fontanería,1
1 - 2  3  0,"MANGUITO en LATÓN Ø 90 2"" H - H",,1    -       -        -  ,,,,,,1-230,1,Fontanería,Fontanería,Fontanería,1
1 - 2  3  1,"MANGUITO en LATÓN Ø 75 2"" H - H",,1    -       -        -  ,,,,,,1-231,1,Fontanería,Fontanería,Fontanería,1
1 - 2  3  2,"MANGUITO en LATÓN Ø 63 2"" H - H",,1    -       -        -  ,,,,,,1-232,1,Fontanería,Fontanería,Fontanería,1
1 - 2  3  3,"MANGUITO en LATÓN Ø 50 2"" H - H",,1    -       -        -  ,,,,,,1-233,1,Fontanería,Fontanería,Fontanería,1
1 - 2  3  4,"MANGUITO en LATÓN Ø 40 2"" H - H",,1    -       -        -  ,,,,,,1-234,1,Fontanería,Fontanería,Fontanería,1
1 - 2  3  5,"MANGUITO en LATÓN Ø 32 2"" H - H",,1    -       -        -  ,,,,,,1-235,1,Fontanería,Fontanería,Fontanería,1
1 - 2  3  6,"MANGUITO en LATÓN Ø 125 1 1/2"" H - H",,1    -       -        -  ,,,,,,1-236,1,Fontanería,Fontanería,Fontanería,1
1 - 2  3  7,"MANGUITO en LATÓN Ø 110 1 1/2"" H - H",,1    -       -        -  ,,,,,,1-237,1,Fontanería,Fontanería,Fontanería,1
1 - 2  3  8,"MANGUITO en LATÓN Ø 90 1 1/2"" H - H",,1    -       -        -  ,,,,,,1-238,1,Fontanería,Fontanería,Fontanería,1
1 - 2  3  9,"MANGUITO en LATÓN Ø 75 1 1/2"" H - H",,1    -       -        -  ,,,,,,1-239,1,Fontanería,Fontanería,Fontanería,1
1 - 2  4  0,"MANGUITO en LATÓN Ø 63 1 1/2"" H - H",,1    -       -        -  ,,,,,,1-240,1,Fontanería,Fontanería,Fontanería,1
1 - 2  4  1,"MANGUITO en LATÓN Ø 50 1 1/2"" H - H",,1    -       -        -  ,,,,,,1-241,1,Fontanería,Fontanería,Fontanería,1
1 - 2  4  2,"MANGUITO en LATÓN Ø 40 1 1/2"" H - H",,1    -       -        -  ,,,,,,1-242,1,Fontanería,Fontanería,Fontanería,1
1 - 2  4  3,"MANGUITO en LATÓN Ø 32 1 1/2"" H - H",,1    -       -        -  ,,,,,,1-243,1,Fontanería,Fontanería,Fontanería,1
1 - 2  4  4,"MANGUITO en LATÓN Ø 125 1 1/4"" H - H",,1    -       -        -  ,,,,,,1-244,1,Fontanería,Fontanería,Fontanería,1
1 - 2  4  5,"MANGUITO en LATÓN Ø 110 1 1/4"" H - H",,1    -       -        -  ,,,,,,1-245,1,Fontanería,Fontanería,Fontanería,1
1 - 2  4  6,"MANGUITO en LATÓN Ø 90 1 1/4"" H - H",,1    -       -        -  ,,,,,,1-246,1,Fontanería,Fontanería,Fontanería,1
1 - 2  4  7,"MANGUITO en LATÓN Ø 75 1 1/4"" H - H",,1    -       -        -  ,,,,,,1-247,1,Fontanería,Fontanería,Fontanería,1
1 - 2  4  8,"MANGUITO en LATÓN Ø 63 1 1/4"" H - H",,1    -       -        -  ,,,,,,1-248,1,Fontanería,Fontanería,Fontanería,1
1 - 2  4  9,"MANGUITO en LATÓN Ø 50 1 1/4"" H - H",,1    -       -        -  ,,,,,,1-249,1,Fontanería,Fontanería,Fontanería,1
1 - 2  5  0,"MANGUITO en LATÓN Ø 40 1 1/4"" H - H",,1    -       -        -  ,,,,,,1-250,1,Fontanería,Fontanería,Fontanería,1
1 - 2  5  1,"MANGUITO en LATÓN Ø 32 1 1/4"" H - H",,1    -       -        -  ,,,,,,1-251,1,Fontanería,Fontanería,Fontanería,1
1 - 2  5  2,"MANGUITO en LATÓN Ø 125 1"" H - H",,1    -       -        -  ,,,,,,1-252,1,Fontanería,Fontanería,Fontanería,1
1 - 2  5  3,"MANGUITO en LATÓN Ø 110 1"" H - H",,1    -       -        -  ,,,,,,1-253,1,Fontanería,Fontanería,Fontanería,1
1 - 2  5  4,"MANGUITO en LATÓN Ø 90 1"" H - H",,1    -       -        -  ,,,,,,1-254,1,Fontanería,Fontanería,Fontanería,1
1 - 2  5  5,"MANGUITO en LATÓN Ø 75 1"" H - H",,1    -       -        -  ,,,,,,1-255,1,Fontanería,Fontanería,Fontanería,1
1 - 2  5  6,"MANGUITO en LATÓN Ø 63 1"" H - H",,1    -       -        -  ,,,,,,1-256,1,Fontanería,Fontanería,Fontanería,1
1 - 2  5  7,"MANGUITO en LATÓN Ø 50 1"" H - H",,1    -       -        -  ,,,,,,1-257,1,Fontanería,Fontanería,Fontanería,1
1 - 2  5  8,"MANGUITO en LATÓN Ø 40 1"" H - H",,1    -       -        -  ,,,,,,1-258,1,Fontanería,Fontanería,Fontanería,1
1 - 2  5  9,"MANGUITO en LATÓN Ø 32 1"" H - H",,1    -       -        -  ,,,,,,1-259,1,Fontanería,Fontanería,Fontanería,1
1 - 2  6  0,"MANGUITO en LATÓN Ø 125 3/4"" H - H",,1    -       -        -  ,,,,,,1-260,1,Fontanería,Fontanería,Fontanería,1
1 - 2  6  1,"MANGUITO en LATÓN Ø 110 3/4"" H - H",,1    -       -        -  ,,,,,,1-261,1,Fontanería,Fontanería,Fontanería,1
1 - 12  6  2,"MANGUITO en LATÓN Ø 90 3/4"" H - H",,1    -       -        -  ,,,,,,1-1262,1,Fontanería,Fontanería,Fontanería,1
1 - 2  6  3,"MANGUITO en LATÓN Ø 75 3/4"" H - H",,1    -       -        -  ,,,,,,1-263,1,Fontanería,Fontanería,Fontanería,1
1 - 2  6  4,"MANGUITO en LATÓN Ø 63 3/4"" H - H",,1    -       -        -  ,,,,,,1-264,1,Fontanería,Fontanería,Fontanería,1
1 - 2  6  5,"MANGUITO en LATÓN Ø 50 3/4"" H - H",,1    -       -        -  ,,,,,,1-265,1,Fontanería,Fontanería,Fontanería,1
1 - 2  6  6,"MANGUITO en LATÓN Ø 40 3/4"" H - H",,1    -       -        -  ,,,,,,1-266,1,Fontanería,Fontanería,Fontanería,1
1 - 2  6  7,"MANGUITO en LATÓN Ø 32 3/4"" H - H",,1    -       -        -  ,,,,,,1-267,1,Fontanería,Fontanería,Fontanería,1
1 - 2  6  8,"MANGUITO en LATÓN Ø 125 1/2"" H - H",,1    -       -        -  ,,,,,,1-268,1,Fontanería,Fontanería,Fontanería,1
1 - 2  6  9,"MANGUITO en LATÓN Ø 110 1/2"" H - H",,1    -       -        -  ,,,,,,1-269,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  0,"MANGUITO en LATÓN Ø 90 1/2"" H - H",,1    -       -        -  ,,,,,,1-270,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  1,"MANGUITO en LATÓN Ø 75 1/2"" H - H",,1    -       -        -  ,,,,,,1-271,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  2,"MANGUITO en LATÓN Ø 63 1/2"" H - H",,1    -       -        -  ,,,,,,1-272,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  3,"MANGUITO en LATÓN Ø 50 1/2"" H - H",,1    -       -        -  ,,,,,,1-273,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  4,"MANGUITO en LATÓN Ø 40 1/2"" H - H",,1    -       -        -  ,,,,,,1-274,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  5,"MANGUITO en LATÓN Ø 32 1/2"" H - H",,1    -       -        -  ,,,,,,1-275,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  6,"MANGUITO en LATÓN Ø 125 3/8"" H - H",,1    -       -        -  ,,,,,,1-276,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  7,"MANGUITO en LATÓN Ø 110 3/8"" H - H",,1    -       -        -  ,,,,,,1-277,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  8,"MANGUITO en LATÓN Ø 90 3/8"" H - H",,1    -       -        -  ,,,,,,1-278,1,Fontanería,Fontanería,Fontanería,1
1 - 2  7  9,"MANGUITO en LATÓN Ø 75 3/8"" H - H",,1    -       -        -  ,,,,,,1-279,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  0,"MANGUITO en LATÓN Ø 63 3/8"" H - H",,1    -       -        -  ,,,,,,1-280,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  1,"MANGUITO en LATÓN Ø 50 3/8"" H - H",,1    -       -        -  ,,,,,,1-281,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  2,"MANGUITO en LATÓN Ø 40 3/8"" H - H",,1    -       -        -  ,,,,,,1-282,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  3,"MANGUITO en LATÓN Ø 32 3/8"" H - H",,1    -       -        -  ,,,,,,1-283,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  4,"MACHONES en LATÓN Ø 125 3"" ",,1    -       -        -  ,,,,,,1-284,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  5,"MACHONES en LATÓN Ø 110 3"" ",,1    -       -        -  ,,,,,,1-285,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  6,"MACHONES en LATÓN Ø 90 3""",,1    -       -        -  ,,,,,,1-286,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  7,"MACHONES en LATÓN Ø 75 3"" ",,1    -       -        -  ,,,,,,1-287,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  8,"MACHONES en LATÓN Ø 63 3"" ",,1    -       -        -  ,,,,,,1-288,1,Fontanería,Fontanería,Fontanería,1
1 - 2  8  9,"MACHONES en LATÓN Ø 50 3"" ",,1    -       -        -  ,,,,,,1-289,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  0,"MACHONES en LATÓN Ø 40 3"" ",,1    -       -        -  ,,,,,,1-290,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  1,"MACHONES en LATÓN Ø 32 3""",,1    -       -        -  ,,,,,,1-291,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  2,"MACHONES en LATÓN Ø 125 2 1/2""",,1    -       -        -  ,,,,,,1-292,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  3,"MACHONES en LATÓN Ø 110 2 1/2"" ",,1    -       -        -  ,,,,,,1-293,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  4,"MACHONES en LATÓN Ø 90 2 1/2"" ",,1    -       -        -  ,,,,,,1-294,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  5,"MACHONES en LATÓN Ø 75 2 1/2""",,1    -       -        -  ,,,,,,1-295,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  6,"MACHONES en LATÓN Ø 63 2 1/2"" ",,1    -       -        -  ,,,,,,1-296,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  7,"MACHONES en LATÓN Ø 50 2 1/2"" ",,1    -       -        -  ,,,,,,1-297,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  8,"MACHONES en LATÓN Ø 40 2 1/2"" ",,1    -       -        -  ,,,,,,1-298,1,Fontanería,Fontanería,Fontanería,1
1 - 2  9  9,"MACHONES en LATÓN Ø 32 2 1/2"" ",,1    -       -        -  ,,,,,,1-299,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  0,"MACHONES en LATÓN Ø 125 2""",,1    -       -        -  ,,,,,,1-300,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  1,"MACHONES en LATÓN Ø 110 2""",,1    -       -        -  ,,,,,,1-301,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  2,"MACHONES en LATÓN Ø 90 2"" ",,1    -       -        -  ,,,,,,1-302,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  3,"MACHONES en LATÓN Ø 75 2"" ",,1    -       -        -  ,,,,,,1-303,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  4,"MACHONES en LATÓN Ø 63 2"" ",,1    -       -        -  ,,,,,,1-304,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  5,"MACHONES en LATÓN Ø 50 2""",,1    -       -        -  ,,,,,,1-305,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  6,"MACHONES en LATÓN Ø 40 2""",,1    -       -        -  ,,,,,,1-306,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  7,"MACHONES en LATÓN Ø 32 2""",,1    -       -        -  ,,,,,,1-307,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  8,"MACHONES en LATÓN Ø 125 1 1/2""",,1    -       -        -  ,,,,,,1-308,1,Fontanería,Fontanería,Fontanería,1
1 - 3  0  9,"MACHONES en LATÓN Ø 110 1 1/2"" ",,1    -       -        -  ,,,,,,1-309,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  0,"MACHONES en LATÓN Ø 90 1 1/2""",,1    -       -        -  ,,,,,,1-310,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  1,"MACHONES en LATÓN Ø 75 1 1/2"" ",,1    -       -        -  ,,,,,,1-311,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  2,"MACHONES en LATÓN Ø 63 1 1/2""",,1    -       -        -  ,,,,,,1-312,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  3,"MACHONES en LATÓN Ø 50 1 1/2"" ",,1    -       -        -  ,,,,,,1-313,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  4,"MACHONES en LATÓN Ø 40 1 1/2""",,1    -       -        -  ,,,,,,1-314,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  5,"MACHONES en LATÓN Ø 32 1 1/2""",,1    -       -        -  ,,,,,,1-315,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  6,"MACHONES en LATÓN Ø 125 1 1/4""",,1    -       -        -  ,,,,,,1-316,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  7,"MACHONES en LATÓN Ø 110 1 1/4""",,1    -       -        -  ,,,,,,1-317,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  8,"MACHONES en LATÓN Ø 90 1 1/4""",,1    -       -        -  ,,,,,,1-318,1,Fontanería,Fontanería,Fontanería,1
1 - 3  1  9,"MACHONES en LATÓN Ø 75 1 1/4""",,1    -       -        -  ,,,,,,1-319,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  0,"MACHONES en LATÓN Ø 63 1 1/4""",,1    -       -        -  ,,,,,,1-320,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  1,"MACHONES en LATÓN Ø 50 1 1/4""",,1    -       -        -  ,,,,,,1-321,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  2,"MACHONES en LATÓN Ø 40 1 1/4"" ",,1    -       -        -  ,,,,,,1-322,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  3,"MACHONES en LATÓN Ø 32 1 1/4""",,1    -       -        -  ,,,,,,1-323,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  4,"MACHONES en LATÓN Ø 125 1""",,1    -       -        -  ,,,,,,1-324,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  5,"MACHONES en LATÓN Ø 110 1""",,1    -       -        -  ,,,,,,1-325,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  6,"MACHONES en LATÓN Ø 90 1"" ",,1    -       -        -  ,,,,,,1-326,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  7,"MACHONES en LATÓN Ø 75 1""",,1    -       -        -  ,,,,,,1-327,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  8,"MACHONES en LATÓN Ø 63 1""",,1    -       -        -  ,,,,,,1-328,1,Fontanería,Fontanería,Fontanería,1
1 - 3  2  9,"MACHONES en LATÓN Ø 50 1"" ",,1    -       -        -  ,,,,,,1-329,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  0,"MACHONES en LATÓN Ø 40 1""",,1    -       -        -  ,,,,,,1-330,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  1,"MACHONES en LATÓN Ø 32 1""",,1    -       -        -  ,,,,,,1-331,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  2,"MACHONES en LATÓN Ø 125 3/4""",,1    -       -        -  ,,,,,,1-332,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  3,"MACHONES en LATÓN Ø 110 3/4""",,1    -       -        -  ,,,,,,1-333,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  4,"MACHONES en LATÓN Ø 90 3/4""",,1    -       -        -  ,,,,,,1-334,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  5,"MACHONES en LATÓN Ø 75 3/4""",,1    -       -        -  ,,,,,,1-335,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  6,"MACHONES en LATÓN Ø 63 3/4""",,1    -       -        -  ,,,,,,1-336,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  7,"MACHONES en LATÓN Ø 50 3/4""",,1    -       -        -  ,,,,,,1-337,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  8,"MACHONES en LATÓN Ø 40 3/4""",,1    -       -        -  ,,,,,,1-338,1,Fontanería,Fontanería,Fontanería,1
1 - 3  3  9,"MACHONES en LATÓN Ø 32 3/4""",,1    -       -        -  ,,,,,,1-339,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  0,"MACHONES en LATÓN Ø 125 1/2""",,1    -       -        -  ,,,,,,1-340,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  1,"MACHONES en LATÓN Ø 110 1/2""",,1    -       -        -  ,,,,,,1-341,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  2,"MACHONES en LATÓN Ø 90 1/2""",,1    -       -        -  ,,,,,,1-342,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  3,"MACHONES en LATÓN Ø 75 1/2""",,1    -       -        -  ,,,,,,1-343,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  4,"MACHONES en LATÓN Ø 63 1/2""",,1    -       -        -  ,,,,,,1-344,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  5,"MACHONES en LATÓN Ø 50 1/2""",,1    -       -        -  ,,,,,,1-345,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  6,"MACHONES en LATÓN Ø 40 1/2""",,1    -       -        -  ,,,,,,1-346,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  7,"MACHONES en LATÓN Ø 32 1/2""",,1    -       -        -  ,,,,,,1-347,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  8,"MACHONES en LATÓN Ø 125 3/8""",,1    -       -        -  ,,,,,,1-348,1,Fontanería,Fontanería,Fontanería,1
1 - 3  4  9,"MACHONES en LATÓN Ø 110 3/8""",,1    -       -        -  ,,,,,,1-349,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  0,"MACHONES en LATÓN Ø 90 3/8""",,1    -       -        -  ,,,,,,1-350,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  1,"MACHONES en LATÓN Ø 75 3/8""",,1    -       -        -  ,,,,,,1-351,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  2,"MACHONES en LATÓN Ø 63 3/8"" ",,1    -       -        -  ,,,,,,1-352,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  3,"MACHONES en LATÓN Ø 50 3/8""",,1    -       -        -  ,,,,,,1-353,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  4,"MACHONES en LATÓN Ø 40 3/8""",,1    -       -        -  ,,,,,,1-354,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  5,"MACHONES en LATÓN Ø 32 3/8"" ",,1    -       -        -  ,,,,,,1-355,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  6,Te M-H-H en PVC Evacuación Ø 125,,1    -       -        -  ,,,,,,1-356,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  7,Te M-H-H en PVC Evacuación Ø 110,,1    -       -        -  ,,,,,,1-357,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  8,Te M-H-H en PVC Evacuación Ø 90,,1    -       -        -  ,,,,,,1-358,1,Fontanería,Fontanería,Fontanería,1
1 - 3  5  9,Te M-H-H en PVC Evacuación Ø 75,,1    -       -        -  ,,,,,,1-359,1,Fontanería,Fontanería,Fontanería,1
