code,DESCRIPCION,STOCK,UBICACION,ALMACEN,ACTIVIDAD,COD.PROV,PRECIO,PROVEEDOR,PEDIR,,Almacén,,categoria,alamcen
5 - 1  4  0,CINTA UNIVERSAL DOBLE CARA 25m x 50 mm,0,ARMARIO,OFICINA,,TESA,,,5-140,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  4  1,CINTA ADHESIVA DE DOBLE CARA 5m x 19mm,8,ARMARIO,OFICINA,,TESA,,,5-141,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  4  2,T.8 - GUANTE GOMA  DE COLOR NEGRO - CANT. 18,24,ARMARIO,OFICINA,,,,,5-142,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  4  3,T.9 - GUANTE GOMA  DE COLOR NEGRO - CANT. 19,46,ARMARIO,OFICINA,,,,,5-143,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  4  4,T.10 - GUANTE GOMA  DE COLOR NEGRO - CANT. 19,65,ARMARIO,OFICINA,,,,,5-144,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  4  5,GAFAS LENTE NEGRAS ISSA WORK&SPORT,11,ARMARIO,HOT ROOM,SAFETY eyewear,,,EQUIPO DE PROTECCIÓN INDIVIDUAL,5-145,5,Hot Room,HOT ROOM,SAFETY eyewear,ARMARIO
5 - 1  4  6,GRANDE - CABEZAL CABRA AutoCut  40-2,3,ARMARIO,OFICINA,,STIHL,,,5-146,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  4  7,PEQUEÑO - CABEZAL CABRA AutoCut  25-2,3,ARMARIO,OFICINA,,STIHL,,,5-147,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  4  8,TETÓN GR. - CABEZAL CABRA AutoCut  40-2,2,ARMARIO,OFICINA,,STIHL,,,5-148,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  4  9,TETÓN PQ. - CABEZAL CABRA AutoCut  25-2,10,ARMARIO,OFICINA,,STIHL,,,5-149,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  5  0,SUPERLUB FS - Grasa para desbrozadoras cabra,2,ARMARIO,OFICINA,,STIHL,,,5-150,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  5  1,INSECTICIDA 1001 Aerosol 500 ml - AVISPAS,8,ARMARIO,OFICINA,,Pba,,,5-151,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  1  9,SECADOR PARED OPERA BLANCO 1500 W BASE,2,5    -  1  -  6  -  5,HOT ROOM,DROG. / PERF.,OPERA,"40,80 €",DROGUERÍA,5-119,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-6-5
5 - 1  2  0,SPRAY ANTIPOLVO CISNE,8,5    -  1  -  2  -  4,HOT ROOM,DROG. / PERF.,CISNE,,DROGUERÍA,5-120,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-4
5 - 1  2  1,SPRAY MOPAS 1000 CC CISNE,,5  -  ANULAR,HOT ROOM,DROG. / PERF.,CISNE,"3,43 €",DROGUERÍA,5-121,5,Hot Room,HOT ROOM,DROG. / PERF.,5-ANULAR
5 - 1  5  5,VARIOCLEAN 500 ml - Pulverizador,1,ARMARIO,OFICINA,,STIHL,,Limpiar recortasetos,5-155,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 0  7  0,TALCO AUSONIA 200 gr.,12,5    -  1  -  1  -  4,HOT ROOM,DROG. / PERF.,AUSONIA,,DROGUERÍA,5-070,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-4
5 - 1  5  7,BROCAS 01 mm. PARA HIERRO COBALTO,10,ARMARIO,OFICINA,,,,,5-157,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  5  8,"BROCAS 01,5 mm. PARA HIERRO COBALTO",2,ARMARIO,OFICINA,,,,,5-158,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  5  9,BROCAS 02 mm. PARA HIERRO COBALTO,8,ARMARIO,OFICINA,,,,,5-159,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  6  0,"BROCAS 02,5 mm. PARA HIERRO COBALTO",4,ARMARIO,OFICINA,,,,,5-160,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  6  1,BROCAS 03 mm. PARA HIERRO COBALTO,4,ARMARIO,OFICINA,,,,,5-161,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  6  2,"BROCAS 03,5 mm. PARA HIERRO COBALTO",8,ARMARIO,OFICINA,,,,,5-162,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  6  3,BROCAS 04 mm. PARA HIERRO COBALTO,2,ARMARIO,OFICINA,,,,,5-163,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  6  4,"BROCAS 04,5 mm. PARA HIERRO COBALTO",8,ARMARIO,OFICINA,,,,,5-164,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  6  5,BROCAS 05 mm. PARA HIERRO COBALTO,0,ARMARIO,OFICINA,,,,,5-165,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  6  6,"BROCAS 05,5 mm. PARA HIERRO COBALTO",11,ARMARIO,OFICINA,,,,,5-166,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  6  7,BROCAS 06 mm. PARA HIERRO COBALTO,3,ARMARIO,OFICINA,,,,,5-167,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  6  8,"BROCAS 06,5 mm. PARA HIERRO COBALTO",7,ARMARIO,OFICINA,,,,,5-168,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  6  9,BROCAS 07 mm. PARA HIERRO COBALTO,13,ARMARIO,OFICINA,,,,,5-169,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  7  0,"BROCAS 07,5 mm. PARA HIERRO COBALTO",9,ARMARIO,OFICINA,,,,,5-170,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  7  1,BROCAS 08 mm. PARA HIERRO COBALTO,13,ARMARIO,OFICINA,,,,,5-171,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  7  2,"BROCAS 08,5 mm. PARA HIERRO COBALTO",8,ARMARIO,OFICINA,,,,,5-172,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  7  3,BROCAS 09 mm. PARA HIERRO COBALTO,9,ARMARIO,OFICINA,,,,,5-173,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  7  4,"BROCAS 09,5 mm. PARA HIERRO COBALTO",7,ARMARIO,OFICINA,,,,,5-174,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  7  5,BROCAS 10 mm. PARA HIERRO COBALTO,7,ARMARIO,OFICINA,,,,,5-175,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  7  6,BROCAS 06 mm. PARA CEMENTO,0,ARMARIO,OFICINA,,,,,5-176,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  7  7,BROCAS 08 mm. PARA CEMENTO,0,ARMARIO,OFICINA,,,,,5-177,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  7  8,BROCAS 10 mm. PARA CEMENTO,2,ARMARIO,OFICINA,,,,,5-178,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  7  9,BROCAS 12 mm. PARA CEMENTO,2,ARMARIO,OFICINA,,,,,5-179,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  8  0,"BROCAS 08 mm. PARA HILTI  - ""SDS+"" -",1,ARMARIO,OFICINA,,,,,5-180,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  2  2,TARNI SHIELD PLATA 250ML,3,5    -  1  -  2  -  4,HOT ROOM,DROG. / PERF.,,"2,88 €",DROGUERÍA,5-122,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-2-4
5 - 1  8  2,CHALECO TRÁFICO AMARILLO L,5,5    -       -        -  ,HOT ROOM,PRESENCIA,,,EQUIPO DE PROTECCIÓN INDIVIDUAL,5-182,5,Hot Room,HOT ROOM,PRESENCIA,5
5 - 1  8  3,CHALECO TRÁFICO AMARILLO XL,0,5    -       -        -  ,HOT ROOM,PRESENCIA,,,EQUIPO DE PROTECCIÓN INDIVIDUAL,5-183,5,Hot Room,HOT ROOM,PRESENCIA,5
5 - 1  8  4,CHALECO TRÁFICO AMARILLO XXL,1,5    -       -        -  ,HOT ROOM,PRESENCIA,,,EQUIPO DE PROTECCIÓN INDIVIDUAL,5-184,5,Hot Room,HOT ROOM,PRESENCIA,5
5 - 1  5  4,GARRAFA DE JABON de 5Lts. - vestuarios,,5    -    FUERA,HOT ROOM,DROG. / PERF.,,,CAJAS DE 3 Garrafas de 5 Lts.,5-154,5,Hot Room,HOT ROOM,DROG. / PERF.,5-FUERA
5 - 1  8  6,CABEZAL MOTOGÜADAÑA STIHL autocut 40-2,13,ARMARIO,OFICINA,,STIHL,,,5-186,5,Hot Room,OFICINA,OFICINA,ARMARIO
5 - 1  8  7,GUANTES PLÁSTICO Y LANA AZUL/BLANCO T-8,3,ARMARIO,OFICINA,PROT. MANOS,,,EQUIPO DE PROTECCIÓN INDIVIDUAL,5-187,5,Hot Room,OFICINA,PROT. MANOS,ARMARIO
5 - 1  3  3,REGALAR - JABÓN GEL DERMO COMPATIBLE SUAVEX B Ph 5.5,4,5    -  1  -  1  -  2,HOT ROOM,DROG. / PERF.,5 Lts.,,PARA REGALAR,5-133,5,Hot Room,HOT ROOM,DROG. / PERF.,5-1-1-2
6 - 0  0  1,KIT TURBINA TORO DT 35  SECTORIAL,,6    -       -        -  ,,RIEGO - CLUB,,,,6-001,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  0  2,KIT TURBINA TORO DT 34  CIRCUITO COMPLETO,,6    -       -        -  ,,RIEGO - CLUB,,,,6-002,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  0  3,KIT TURBINA TORO  860 - 855,,6    -       -        -  ,,RIEGO - CLUB,,,,6-003,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  0  4,KIT TURBINA HUNTER  G 80,,6    -       -        -  ,,RIEGO - CLUB,,,,6-004,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  0  5,KIT TURBINA HUNTER  G 75,,6    -       -        -  ,,RIEGO - CLUB,,,,6-005,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  0  6,ASPERSOR DT 35  SECTORIAL,,6    -       -        -  ,,RIEGO - CLUB,,,,6-006,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  0  7,ASPERSOR DT 34  CIRCUITO COMPLETO,,6    -       -        -  ,,RIEGO - CLUB,,,,6-007,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  0  8,ASPERSOR DT 30  HIDRÁULICO,,6    -       -        -  ,,RIEGO - CLUB,,,,6-008,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  0  9,TORNILLO 14 mm,,6    -       -        -  ,,RIEGO - CLUB,,,,6-009,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  1  0,TORNILLO 16 mm,,6    -       -        -  ,,RIEGO - CLUB,,,,6-010,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  1  1,TORNILLO 18 mm,,6    -       -        -  ,,RIEGO - CLUB,,,,6-011,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  1  2,TORNILLO 20 mm,,6    -       -        -  ,,RIEGO - CLUB,,,,6-012,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  1  3,TORNILLO 22 mm,,6    -       -        -  ,,RIEGO - CLUB,,,,6-013,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  1  4,TORNILLO 24 mm,,6    -       -        -  ,,RIEGO - CLUB,,,,6-014,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  1  5,ASPERSOR HUNTER G 70  HIDRÁULICO,,6    -       -        -  ,,RIEGO - CLUB,,,,6-015,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  1  6,ASPERSOR TORO  855,,6    -       -        -  ,,RIEGO - CLUB,,,,6-016,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  1  7,ASPERSOR TORO DT 30 HIDRÁULICO CLASE B,,6    -       -        -  ,,RIEGO - CLUB,,,,6-017,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  1  8,ASPERSOR TORO INFINITY SERIES,,6    -       -        -  ,,RIEGO - CLUB,,,,6-018,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  1  9,ASPERSOR RAIN BIRD  3500,,6    -       -        -  ,,RIEGO - CLUB,,,,6-019,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  2  0,ASPERSOR RAIN BIRD  5004,,6    -       -        -  ,,RIEGO - CLUB,,,,6-020,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  2  1,ASPERSOR RAIN BIRD  5500,,6    -       -        -  ,,RIEGO - CLUB,,,,6-021,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  2  2,ASPERSOR RAIN BIRD  8005,,6    -       -        -  ,,RIEGO - CLUB,,,,6-022,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  2  3,ASPERSOR TORO TR 50,,6    -       -        -  ,,RIEGO - CLUB,,,,6-023,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  2  4,DIFUSOR RAIN BIRD  MINI,,6    -       -        -  ,,RIEGO - CLUB,,,,6-024,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  2  5,DIFUSOR TORO SERIE 675 I,,6    -       -        -  ,,RIEGO - CLUB,,,,6-025,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  2  6,DIFUSOR TORO  2 P,,6    -       -        -  ,,RIEGO - CLUB,,,,6-026,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  2  7,DIFUSOR TORO  3 P,,6    -       -        -  ,,RIEGO - CLUB,,,,6-027,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  2  8,DIFUSOR TORO  4 P,,6    -       -        -  ,,RIEGO - CLUB,,,,6-028,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  2  9,ANILLA ASPERSOR TORO DT 30,,6    -       -        -  ,,RIEGO - CLUB,,,,6-029,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  3  0,ANILLA PARTE INFERIOR TORO DT 30,,6    -       -        -  ,,RIEGO - CLUB,,,,6-030,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  3  1,"FILTRO ASPERSOR TORO  1""",,6    -       -        -  ,,RIEGO - CLUB,,,,6-031,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  3  2,"FILTRO ASPERSOR TORO  2""",,6    -       -        -  ,,RIEGO - CLUB,,,,6-032,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  3  3,FILTRO RAIN BIRD  8005,,6    -       -        -  ,,RIEGO - CLUB,,,,6-033,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  3  4,FILTRO RAIN BIRD,,6    -       -        -  ,,RIEGO - CLUB,,,,6-034,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  3  5,BOQUILLA RAIN BIRD  GRANDE,,6    -       -        -  ,,RIEGO - CLUB,,,,6-035,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  3  6,BOQUILLA RAIN BIRD  PEQUEÑO,,6    -       -        -  ,,RIEGO - CLUB,,,,6-036,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  3  7,"ASPERSOR LATÓN  1""",,6    -       -        -  ,,RIEGO - CLUB,,,,6-037,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  3  8,"ADAPTADOR ROSCA BSP - ACME  1"" 1/2",,6    -       -        -  ,,RIEGO - CLUB,,,,6-038,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  3  9,"ADAPTADOR ROSCA BSP - ACME  1""",,6    -       -        -  ,,RIEGO - CLUB,,,,6-039,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  4  0,"CODO ADAPTADOR ROSCA BSP - ACME  1""",,6    -       -        -  ,,RIEGO - CLUB,,,,6-040,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  4  1,"CODO LASCO BSP  1""",,6    -       -        -  ,,RIEGO - CLUB,,,,6-041,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  4  2,"CODO LASCO ACME  1""",,6    -       -        -  ,,RIEGO - CLUB,,,,6-042,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  4  3,"CODO LASCO ACME  1"" 1/2",,6    -       -        -  ,,RIEGO - CLUB,,,,6-043,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  4  4,BOBINA  1/2,,6    -       -        -  ,,RIEGO - CLUB,,,,6-044,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  4  5,BOBINA  3/4,,6    -       -        -  ,,RIEGO - CLUB,,,,6-045,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  4  6,BOBINA  1/2 - 3/4,,6    -       -        -  ,,RIEGO - CLUB,,,,6-046,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  4  7,CABEZA ASPERSOR  730,,6    -       -        -  ,,RIEGO - CLUB,,,,6-047,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  4  8,ROTOR ASPERSOR  730,,6    -       -        -  ,,RIEGO - CLUB,,,,6-048,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  4  9,SOLENOIDES TORO,,6    -       -        -  ,,RIEGO - CLUB,,,,6-049,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  5  0,SOLENOIDES RAIN BIRD,,6    -       -        -  ,,RIEGO - CLUB,,,,6-050,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  5  1,TAPÓN TERMINAL POLIETILENO  20,,6    -       -        -  ,,RIEGO - CLUB,,,,6-051,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  5  2,TAPÓN TERMINAL POLIETILENO  25,,6    -       -        -  ,,RIEGO - CLUB,,,,6-052,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  5  3,TAPÓN TERMINAL POLIETILENO  32,,6    -       -        -  ,,RIEGO - CLUB,,,,6-053,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  5  4,TAPÓN TERMINAL POLIETILENO  40,,6    -       -        -  ,,RIEGO - CLUB,,,,6-054,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  5  5,TAPÓN TERMINAL POLIETILENO  50,,6    -       -        -  ,,RIEGO - CLUB,,,,6-055,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  5  6,TAPÓN TERMINAL POLIETILENO  63,,6    -       -        -  ,,RIEGO - CLUB,,,,6-056,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  5  7,TAPÓN TERMINAL POLIETILENO  75,,6    -       -        -  ,,RIEGO - CLUB,,,,6-057,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  5  8,TAPÓN TERMINAL para POLIETILENO  20,,6    -       -        -  ,,RIEGO - CLUB,,,,6-058,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  5  9,TAPÓN TERMINAL para POLIETILENO  25,,6    -       -        -  ,,RIEGO - CLUB,,,,6-059,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  6  0,TAPÓN TERMINAL para POLIETILENO  32,,6    -       -        -  ,,RIEGO - CLUB,,,,6-060,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  6  1,TAPÓN TERMINAL para POLIETILENO  40,,6    -       -        -  ,,RIEGO - CLUB,,,,6-061,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  6  2,TAPÓN TERMINAL para POLIETILENO  50,,6    -       -        -  ,,RIEGO - CLUB,,,,6-062,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  6  3,TAPÓN TERMINAL para POLIETILENO  63,,6    -       -        -  ,,RIEGO - CLUB,,,,6-063,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  6  4,TAPÓN TERMINAL para POLIETILENO  75,,6    -       -        -  ,,RIEGO - CLUB,,,,6-064,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  6  5,CODO para POLIETILENO  20,,6    -       -        -  ,,RIEGO - CLUB,,,,6-065,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  6  6,CODO para POLIETILENO  25,,6    -       -        -  ,,RIEGO - CLUB,,,,6-066,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  6  7,CODO para POLIETILENO  32,,6    -       -        -  ,,RIEGO - CLUB,,,,6-067,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  6  8,CODO para POLIETILENO  40,,6    -       -        -  ,,RIEGO - CLUB,,,,6-068,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  6  9,CODO para POLIETILENO  50,,6    -       -        -  ,,RIEGO - CLUB,,,,6-069,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  7  0,CODO para POLIETILENO  63,,6    -       -        -  ,,RIEGO - CLUB,,,,6-070,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  7  1,CODO en LATÓN para POLIETILENO  20,,6    -       -        -  ,,RIEGO - CLUB,,,,6-071,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  7  2,CODO en LATÓN para POLIETILENO  25,,6    -       -        -  ,,RIEGO - CLUB,,,,6-072,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  7  3,CODO en LATÓN para POLIETILENO  32,,6    -       -        -  ,,RIEGO - CLUB,,,,6-073,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  7  4,CODO en LATÓN para POLIETILENO  40,,6    -       -        -  ,,RIEGO - CLUB,,,,6-074,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  7  5,CODO en LATÓN para POLIETILENO  50,,6    -       -        -  ,,RIEGO - CLUB,,,,6-075,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  7  6,CODO EN LATÓN para POLIETILENO  63,,6    -       -        -  ,,RIEGO - CLUB,,,,6-076,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  7  7,ENLACE MIXTO para POLIETILENO  20 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-077,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  7  8,ENLACE MIXTO para POLIETILENO  25 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-078,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  7  9,ENLACE MIXTO para POLIETILENO  32 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-079,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  8  0,ENLACE MIXTO para POLIETILENO  40 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-080,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  8  1,ENLACE MIXTO para POLIETILENO  50 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-081,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  8  2,ENLACE MIXTO para POLIETILENO  63 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-082,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  8  3,ENLACE MIXTO para POLIETILENO  75 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-083,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  8  4,ENLACE MIXTO para POLIETILENO  20 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-084,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  8  5,ENLACE MIXTO para POLIETILENO  20 M,,6    -       -        -  ,,RIEGO - CLUB,,,,6-085,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  8  6,ENLACE MIXTO para POLIETILENO  25 M,,6    -       -        -  ,,RIEGO - CLUB,,,,6-086,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  8  7,ENLACE MIXTO para POLIETILENO  32 M,,6    -       -        -  ,,RIEGO - CLUB,,,,6-087,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  8  8,ENLACE MIXTO para POLIETILENO  40 M,,6    -       -        -  ,,RIEGO - CLUB,,,,6-088,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  8  9,ENLACE MIXTO para POLIETILENO  50 M,,6    -       -        -  ,,RIEGO - CLUB,,,,6-089,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  9  0,ENLACE MIXTO para POLIETILENO  63 M,,6    -       -        -  ,,RIEGO - CLUB,,,,6-090,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  9  1,ENLACE MIXTO para POLIETILENO  75 M,,6    -       -        -  ,,RIEGO - CLUB,,,,6-091,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  9  2,ENLACE MIXTO para POLIETILENO  20 M,,6    -       -        -  ,,RIEGO - CLUB,,,,6-092,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  9  3,ENLACE MIXTO en LATÓN para POLIETILENO  20 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-093,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  9  4,ENLACE MIXTO en LATÓN para POLIETILENO  25 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-094,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  9  5,ENLACE MIXTO en LATÓN para POLIETILENO  32 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-095,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  9  6,ENLACE MIXTO en LATÓN para POLIETILENO  40 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-096,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  9  7,ENLACE MIXTO en LATÓN para POLIETILENO  50 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-097,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  9  8,ENLACE MIXTO en LATÓN para POLIETILENO  63 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-098,6,Riego,Riego,RIEGO - CLUB,6
6 - 0  9  9,ENLACE MIXTO en LATÓN para POLIETILENO  75 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-099,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  0  0,ENLACE MIXTO en LATÓN para POLIETILENO  20 M,,6    -       -        -  ,,RIEGO - CLUB,,,,6-100,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  0  1,ENLACE MIXTO en LATÓN para POLIETILENO  25 M,,6    -       -        -  ,,RIEGO - CLUB,,,,6-101,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  0  2,ENLACE MIXTO en LATÓN para POLIETILENO  32 M,,6    -       -        -  ,,RIEGO - CLUB,,,,6-102,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  0  3,ENLACE MIXTO en LATÓN para POLIETILENO  40 M,,6    -       -        -  ,,RIEGO - CLUB,,,,6-103,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  0  4,ENLACE MIXTO en LATÓN para POLIETILENO  50 M,,6    -       -        -  ,,RIEGO - CLUB,,,,6-104,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  0  5,ENLACE MIXTO en LATÓN para POLIETILENO  63 M,,6    -       -        -  ,,RIEGO - CLUB,,,,6-105,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  0  6,ENLACE MIXTO en LATÓN para POLIETILENO  75 M,,6    -       -        -  ,,RIEGO - CLUB,,,,6-106,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  0  7,T - MIXTA para POLIETILENO  20 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-107,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  0  8,T - MIXTA para POLIETILENO  25 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-108,6,Riego,Riego,RIEGO - CLUB,6
6 - 1  0  9,T - MIXTA para POLIETILENO  32 H,,6    -       -        -  ,,RIEGO - CLUB,,,,6-109,6,Riego,Riego,RIEGO - CLUB,6
